# Netdata Topology OUI Vendor Dataset
# Generated: 2026-02-26T08:31:44Z
# Sources:
# - ieee_oui https://standards-oui.ieee.org/oui/oui.csv
# - ieee_cid https://standards-oui.ieee.org/cid/cid.csv
# - ieee_oui36 https://standards-oui.ieee.org/oui36/oui36.csv
# - ieee_iab https://standards-oui.ieee.org/iab/iab.csv
# Format: <HEX_PREFIX>\t<VENDOR>
001BC5000	Converging Systems Inc.
5C6B32	Texas Instruments
5C6B4F	Hello Inc.
5C6BD7	Foshan VIOMI Electric Appliance Technology Co. Ltd.
5C6D20	Hon Hai Precision Ind. Co.,Ltd.
5C6F4F	S.A. SISTEL
5C6F69	Broadcom Limited
5C7017	Apple, Inc.
5C7075	HUAWEI TECHNOLOGIES CO.,LTD
5C70A3	LG Electronics (Mobile Communications)
5C710D	Cisco Systems, Inc
5C7545	Wayties, Inc.
5C75AF	Fitbit, Inc.
5C75C6	China Mobile Group Device Co.,Ltd.
5C7695	Vantiva USA LLC
5C76D5	Nokia
5C7757	Haivision Network Video
5C7776	TCT mobile ltd
5C78F8	Huawei Device Co., Ltd.
5C7B5C	Shenzhen SDMC Technology CO.,Ltd.
5C7B6C	Tradit Co., Ltd
5C7D5E	HUAWEI TECHNOLOGIES CO.,LTD
5C7D7D	Vantiva USA LLC
5C7DAE	zte corporation
5C7DF3	Fiberhome Telecommunication Technologies Co.,LTD
5C80B6	Intel Corporate
5C81A7	Network Devices Pty Ltd
5C836C	Ruckus Wireless
5C8382	Nokia
5C838F	Cisco Systems, Inc
5C83CD	New platforms
5C843C	Sony Interactive Entertainment Inc.
5C8486	Brightsource Industries Israel LTD
5C857E	IEEE Registration Authority
5C85F8	SHENZHEN KAIFA TECHNOLOGY CO.,LTD.
5C8613	Beijing Zhoenet Technology Co., Ltd
5C864A	Secret Labs LLC
5C865C	Samsung Electronics Co.,Ltd
5C86C1	DONGGUAN SOLUM ELECTRONICS CO.,LTD
5C8730	Apple, Inc.
5C8778	Cybertelbridge co.,ltd
5C879C	Intel Corporate
5C87D8	IEEE Registration Authority
5C8816	Rockwell Automation
5C899A	TP-LINK TECHNOLOGIES CO.,LTD.
5C89D4	Beijing Banner Electric Co.,Ltd
5C89E6	Richard Wolf GmbH
5C8A38	Hewlett Packard
5C8AAE	CHINA DRAGON TECHNOLOGY LIMITED
5C8B6B	Amazon Technologies Inc.
5C8C30	Taicang T&W Electronics
5C8D2D	Shanghai Wellpay Information Technology Co., Ltd
5C8D4E	Apple, Inc.
5C8DE5	Delta Electronics, Inc.
5C8E10	TimeWatch Infocom Pvt. Ltd.
5C8E8B	Shenzhen Linghai Electronics Co.,Ltd
5C8F40	TECNO MOBILE LIMITED
5C8FE0	Commscope
5C9012	Owl Cyber Defense Solutions, LLC
5C9157	HUAWEI TECHNOLOGIES CO.,LTD
5C9175	Apple, Inc.
5C91FD	Jaewoncnc
5C925E	Zioncom Electronics (Shenzhen) Ltd.
5C93A2	Liteon Technology Corporation
5C9462	Shenzhen Jiuzhou Electric Co.,LTD
5C95AE	Apple, Inc.
5C9656	AzureWave Technology Inc.
5C9666	Sony Interactive Entertainment Inc.
5C966A	RTNET
5C969D	Apple, Inc.
5C97F3	Apple, Inc.
5C9960	Samsung Electronics Co.,Ltd
5C9977	Apple, Inc.
5C9AA1	Huawei Device Co., Ltd.
5C9AD8	FUJITSU LIMITED
5C9BA6	Apple, Inc.
5CA06C	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
5CA176	Sichuan Tianyi Comheart Telecom Co.,LTD
5CA178	TableTop Media (dba Ziosk)
5CA1E0	EmbedWay Technologies
5CA39D	SAMSUNG ELECTRO MECHANICS CO., LTD.
5CA3EB	SKODA DIGITAL s.r.o.
5CA436	Shenzhen G-world Technology Incorporated Company
5CA47D	Hewlett Packard Enterprise
5CA48A	Cisco Systems, Inc
5CA4A4	Fiberhome Telecommunication Technologies Co.,LTD
5CA4F4	zte corporation
5CA5BC	eero inc.
5CA62D	Cisco Systems, Inc
5CA64F	TP-Link Systems Inc.
5CA6E6	TP-Link Systems Inc
5CA721	New H3C Technologies Co., Ltd
5CA86A	HUAWEI TECHNOLOGIES CO.,LTD
5CA933	Luma Home
5CAAFD	Sonos, Inc.
5CAC3D	Samsung Electronics Co.,Ltd
5CAC4C	Hon Hai Precision Ind. Co.,Ltd.
5CAD76	Shenzhen TCL New Technology Co., Ltd
5CADBA	Apple, Inc.
5CADCF	Apple, Inc.
5CAF06	LG Electronics (Mobile Communications)
5CB00A	HUAWEI TECHNOLOGIES CO.,LTD
5CB066	Commscope
5CB12E	Cisco Systems, Inc
5CB13E	Sagemcom Broadband SAS
5CB15F	Oceanblue Cloud Technology Limited
5CB260	EM Microelectronic
5CB26D	Intel Corporate
5CB29E	ASCO Power Technologies
5CB395	HUAWEI TECHNOLOGIES CO.,LTD
5CB3F6	Human, Incorporated
5CB43E	HUAWEI TECHNOLOGIES CO.,LTD
5CB47E	Intel Corporate
5CB4E2	Inspur Software Group Ltd.
5CB524	Sony Corporation
5CB559	CNEX Labs
5CB6CC	NovaComm Technologies Inc.
5CB8CB	Allis Communications
5CB901	Hewlett Packard
5CBA2C	Hewlett Packard Enterprise
5CBA37	Microsoft Corporation
5CBAEF	CHONGQING FUGUI ELECTRONICS CO.,LTD.
5CBBEE	zte corporation
5CBD9A	Huawei Device Co., Ltd.
5CBD9E	HONGKONG MIRACLE EAGLE TECHNOLOGY(GROUP) LIMITED
5CBE05	ISPEC
5CBE69	Oraimo Technology Limited
5CBF03	EMOCO
5CC0A0	HUAWEI TECHNOLOGIES CO.,LTD
5CC1D7	Samsung Electronics Co.,Ltd
5CC1F2	HUAWEI TECHNOLOGIES CO.,LTD
5CC213	Fr. Sauter AG
5CC307	HUAWEI TECHNOLOGIES CO.,LTD
5CC336	ittim
5CC41D	Stone Devices Sdn. Bhd.
5CC563	HUNAN FN-LINK TECHNOLOGY LIMITED
5CC5D4	Intel Corporate
5CC6D0	Skyworth Digital Technology(Shenzhen) Co.,Ltd
5CC6E9	Edifier International
5CC787	Huawei Device Co., Ltd.
5CC7C1	Silicon Laboratories
5CC7D7	AZROAD TECHNOLOGY COMPANY LIMITED
5CC8E3	Shintec Hozumi co.ltd.
5CC999	New H3C Technologies Co., Ltd
5CC9C0	Renesas Electronics (Penang) Sdn. Bhd.
5CC9D3	PALLADIUM ENERGY ELETRONICA DA AMAZONIA LTDA
5CCA1A	Microsoft Mobile Oy
5CCA32	Theben AG
5CCAD3	CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.
5CCB99	Samsung Electronics Co.,Ltd
5CCBCA	FUJIAN STAR-NET COMMUNICATION CO.,LTD
5CCCA0	Gridwiz Inc.
5CCCFF	Techroutes Network Pvt Ltd
5CCD5B	Intel Corporate
5CCD7C	MEIZU Technology Co.,Ltd.
5CCDA8	ITEL MOBILE LIMITED
5CCEAD	CDYNE Corporation
5CCF7F	Espressif Inc.
5CD06E	Xiaomi Communications Co Ltd
5CD135	Xtreme Power Systems
5CD20B	Yytek Co., Ltd.
5CD2E4	Intel Corporate
5CD33D	Samsung Electronics Co.,Ltd
5CD41B	UCZOON Technology Co., LTD
5CD4AB	Zektor
5CD5B5	Shenzhen WiSiYiLink Technology Co.,Ltd
5CD61F	Qardio, Inc
5CD89E	Huawei Device Co., Ltd.
5CD998	D-Link Corporation
5CDAD4	Murata Manufacturing Co., Ltd.
5CDB36	Calix Inc.
5CDC49	Samsung Electronics Co.,Ltd
5CDC96	Arcadyan Technology Corporation
5CDD70	Hangzhou H3C Technologies Co., Limited
5CDE34	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
5CDF89	Ruckus Wireless
5CDFB8	Shenzhen Unionmemory Information System Limited
5CE0C5	Intel Corporate
5CE0CA	FeiTian United (Beijing) System Technology Co., Ltd.
5CE0F6	NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR
5CE176	Cisco Systems, Inc
5CE1A4	Pleneo
5CE223	Delphin Technology AG
5CE286	Nortel Networks
5CE28C	Zyxel Communications Corporation
5CE2F4	AcSiP Technology Corp.
5CE30E	Commscope
5CE3B6	Fiberhome Telecommunication Technologies Co.,LTD
5CE42A	Intel Corporate
5CE50C	Beijing Xiaomi Mobile Software Co., Ltd
5CE688	VECOS Europe B.V.
5CE747	HUAWEI TECHNOLOGIES CO.,LTD
5CE753	Private
5CE7A0	Nokia
5CE7BF	New Singularity International Technical Development Co.,Ltd
5CE883	HUAWEI TECHNOLOGIES CO.,LTD
5CE8B7	Oraimo Technology Limited
5CE8D3	Signalinks Communication Technology Co., Ltd
5CE8EB	Samsung Electronics Co.,Ltd
5CE91E	Apple, Inc.
5CE931	TP-Link Systems Inc
5CEA1D	Hon Hai Precision Ind. Co.,Ltd.
5CEB4E	R. STAHL HMI Systems GmbH
5CEB52	zte corporation
5CEB68	Cheerstar Technology Co., Ltd
5CED8C	Hewlett Packard Enterprise
5CEDF4	Samsung Electronics Co.,Ltd
5CEE79	Global Digitech Co LTD
5CF207	Speco Technologies
5CF286	IEEE Registration Authority
5CF370	CC&C Technologies, Inc
5CF3FC	IBM Corp
5CF4AB	Zyxel Communications Corporation
5CF50D	Institute of microelectronic applications
5CF51A	Zhejiang Dahua Technology Co., Ltd.
5CF53A	Zhongge Smart Technology(Shanghai) Co., Ltd
5CF5DA	Apple, Inc.
5CF6DC	Samsung Electronics Co.,Ltd
5CF796	New H3C Technologies Co., Ltd
5CF7C3	SYNTECH (HK) TECHNOLOGY LIMITED
5CF7E6	Apple, Inc.
5CF821	Texas Instruments
5CF838	IEEE Registration Authority
5CF8A1	Murata Manufacturing Co., Ltd.
5CF938	Apple, Inc.
5CF96A	HUAWEI TECHNOLOGIES CO.,LTD
5CF9DD	Dell Inc.
5CF9F0	Atomos Engineering P/L
5CF9FD	Taicang T&W Electronics
5CFA25	Sagemcom Broadband SAS
5CFA5A	Sinepower Lda
5CFAFB	Acubit
5CFB3A	CHONGQING FUGUI ELECTRONICS CO.,LTD.
5CFB7C	Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
5CFC66	Cisco Systems, Inc
5CFC6E	Sichuan Tianyi Comheart Telecom Co.,LTD
5CFCE1	Resideo
5CFE9E	Wiwynn Corporation Tainan Branch
5CFF35	Wistron Corporation
5CFFA9	zte corporation
5CFFFF	Shenzhen Kezhonglong Optoelectronic Technology Co., Ltd
600194	Espressif Inc.
6001B1	HUAWEI TECHNOLOGIES CO.,LTD
600292	PEGATRON CORPORATION
6002B4	WNC Corporation
600308	Apple, Inc.
60030C	Shenzhen YOUHUA Technology Co., Ltd
600347	Billion Electric Co. Ltd.
6003A6	Inteno Broadband Technology AB
600417	POSBANK CO.,LTD
60045C	NXP Semiconductor (Tianjin) LTD.
60058A	Hitachi Metals, Ltd.
6006E3	Apple, Inc.
60077C	Jala Group
6007C4	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
600810	HUAWEI TECHNOLOGIES CO.,LTD
600837	ivvi Scientific(Nanchang)Co.Ltd
6009C3	u-blox AG
600A8C	Shenzhen Sundray Technologies company Limited
600B03	Hangzhou H3C Technologies Co., Limited
600F6B	Apple, Inc.
600F77	SilverPlus, Inc
60109E	HUAWEI TECHNOLOGIES CO.,LTD
6010A2	Crompton Instruments
601199	Siama Systems Inc
60123C	HUAWEI TECHNOLOGIES CO.,LTD
601283	TSB REAL TIME LOCATION SYSTEMS S.L.
60128B	CANON INC.
601466	zte corporation
6014B3	CyberTAN Technology Inc.
601521	Redarc Electronics
60152B	Palo Alto Networks
601592	IEEE Registration Authority
60159F	IEEE Registration Authority
6015C7	IdaTech
601803	Daikin Air-conditioning (Shanghai) Co., Ltd.
60182E	ShenZhen Protruly Electronic Ltd co.
60183A	Huawei Device Co., Ltd.
601888	zte corporation
601895	Dell Inc.
60190C	RRAMAC
601929	VOLTRONIC POWER TECHNOLOGY(SHENZHEN) CORP.
601970	HUIZHOU QIAOXING ELECTRONICS TECHNOLOGY CO., LTD.
601971	Commscope
601A4F	Beijing China Electronics Intelligent Acoustics Technology Co.,Ltd
601AC7	Nintendo Co.,Ltd
601B52	Vodafone Italia S.p.A.
601D0F	Midnite Solar
601D16	Med-Eng Holdings ULC
601D56	Extreme Networks Headquarters
601D91	Motorola Mobility LLC, a Lenovo Company
601D9D	Sichuan AI-Link Technology Co., Ltd.
601E02	EltexAlatau
601E98	Axevast Technology
602101	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
602103	I4VINE, INC
6021C0	Murata Manufacturing Co., Ltd.
602232	Ubiquiti Inc
6023A4	Sichuan AI-Link Technology Co., Ltd.
6024C1	Jiangsu Zhongxun Electronic Technology Co., Ltd
6025ED	Hewlett Packard Enterprise
602602	Texas Instruments
6026AA	Cisco Systems, Inc
6026EF	Hewlett Packard Enterprise
60271C	VIDEOR E. Hartig GmbH
60292B	TP-LINK TECHNOLOGIES CO.,LTD.
602972	Arista Networks
6029D5	DAVOLINK Inc.
602A1B	JANCUS
602A54	CardioTek B.V.
602AD0	Cisco SPVTG
602B58	EM Microelectronic
602D74	Extreme Networks Headquarters
602E20	HUAWEI TECHNOLOGIES CO.,LTD
6030B3	HUAWEI TECHNOLOGIES CO.,LTD
6030D4	Apple, Inc.
60313B	Sunnovo International Limited
603192	OVT India pvt Ltd
603197	Zyxel Communications Corporation
60323B	Quectel Wireless Solutions Co.,Ltd.
6032B1	TP-LINK TECHNOLOGIES CO.,LTD.
6032F0	Mplus technology
60334B	Apple, Inc.
603457	HP Tuners LLC
603553	Buwon Technology
603573	Earda Technologies co Ltd
6035C0	SFR
603696	The Sapling Company
6036DD	Intel Corporate
60380E	ALPSALPINE CO,.LTD
6038E0	Belkin International Inc.
60391F	ABB Ltd
603A7C	TP-LINK TECHNOLOGIES CO.,LTD.
603AAF	Samsung Electronics Co.,Ltd
603C0E	Guizhou Huaxin Information Technology Co.,Ltd
603C68	Garmin International
603CEE	LG Electronics (Mobile Communications)
603D26	Vantiva USA LLC
603D29	HUAWEI TECHNOLOGIES CO.,LTD
603D61	Private
603E5F	Apple, Inc.
603E7B	Gafachi, Inc.
603ECA	Cambridge Medical Robotics Ltd
603FC5	COX CO., LTD
603FFB	Telink Micro LLC
60427F	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
60447A	Water-i.d. GmbH
6044F5	Easy Digital Ltd.
60452E	Intel Corporate
60455E	Liptel s.r.o.
6045BD	Microsoft
6045CB	ASUSTek COMPUTER INC.
6045CD	Sagemcom Broadband SAS
6045E8	Arcadyan Corporation
604616	XIAMEN VANN INTELLIGENT CO., LTD
60464C	Ligent Tech,Inc
60470A	Shenzhen Zenith Intelligent Technology Co., Ltd.
604762	Beijing Sensoro Technology Co.,Ltd.
6047D4	FORICS Electronic Technology Co., Ltd.
604826	Newbridge Technologies Int. Ltd.
60489C	YIPPEE ELECTRONICS CO.,LIMITED
604966	Shenzhen Dingsheng Technology Co., Ltd.
6049C1	Avaya Inc
604A1C	SUYIN Corporation
604A77	Finder SpA
604BAA	Magic Leap, Inc.
604DE1	HUAWEI TECHNOLOGIES CO.,LTD
604F5B	Huawei Device Co., Ltd.
6050C1	Kinetek Sports
60512C	TCT mobile ltd
6052D0	FACTS Engineering
605317	Sandstone Technologies
605355	HUAWEI TECHNOLOGIES CO.,LTD
605375	HUAWEI TECHNOLOGIES CO.,LTD
605464	Eyedro Green Solutions Inc.
605556	Jiangxi Risound Electronics Co.,LTD
6055F9	Espressif Inc.
605661	IXECLOUD Tech
60567D	AM Telecom co., Ltd.
605699	MAGNETI MARELLI   S.E. S.p.A.
6056B1	HUAWEI TECHNOLOGIES CO.,LTD
6056EE	AltoBeam Inc.
605718	Intel Corporate
605747	CIG SHANGHAI CO LTD
60577D	eero inc.
6057C8	Apple, Inc.
605801	Shandong ZTop Microelectronics Co., Ltd.
605B30	Dell Inc.
605BB4	AzureWave Technology Inc.
605E4F	Huawei Device Co., Ltd.
605E65	Mellanox Technologies, Inc.
605F8D	eero inc.
605FAA	Huawei Device Co., Ltd.
60601F	SZ DJI TECHNOLOGY CO.,LTD
606134	Arcade Communications Ltd.
6061DF	Z-meta Research LLC
60634C	D-Link International
6063F9	Ciholas, Inc.
6063FD	Transcend Communication Beijing Co.,Ltd.
606405	Texas Instruments
606453	AOD Co.,Ltd.
6064A1	RADiflow Ltd.
606525	Apple, Inc.
6065F4	Chipsea Technologies (Shenzhen) Crop.
606682	SHENZHEN ATEKO PHOTOELECTRICITY CO.,LTD
606720	Intel Corporate
606832	Guangdong Seneasy Intelligent Technology Co., Ltd.
60684E	Samsung Electronics Co.,Ltd
606944	Apple, Inc.
60699B	isepos GmbH
606B5B	Arista Network, Inc.
606BB3	zte corporation
606BBD	Samsung Electronics Co.,Ltd
606BFF	Nintendo Co.,Ltd
606C63	Hitron Technologies. Inc
606C66	Intel Corporate
606D3C	Luxshare Precision Industry Company Limited
606D9D	Otto Bock Healthcare Products GmbH
606DC7	Hon Hai Precision Ind. Co.,Ltd.
606E41	Barrot Technology Co.,LTD
606E53	Beijing Wisdomstar Technology Co., Ltd
606ED0	SEAL AG
606EE8	Xiaomi Communications Co Ltd
60706C	Google, Inc.
607072	SHENZHEN HONGDE SMART LINK TECHNOLOGY CO., LTD
6070C0	Apple, Inc.
60720B	BLU Products Inc
60735C	Cisco Systems, Inc
6073BC	zte corporation
6073C8	Voyetra Turtle Beach, Inc.
60748D	Atmaca Elektronik
6074B1	Home Control Singapore Pte Ltd
6074F4	Private
60756C	LG Electronics
607623	Shenzhen E-Superlink Technology Co., Ltd
607688	Velodyne
607771	Texas Instruments
6077E2	Samsung Electronics Co.,Ltd
607AD8	GD Midea Air-Conditioning Equipment Co.,Ltd.
607D09	Luxshare Precision Industry Co., Ltd
607DDD	Shenzhen Shichuangyi Electronics Co.,Ltd
607EA4	Shanghai Imilab Technology Co.Ltd
607EC9	Apple, Inc.
607ECD	HUAWEI TECHNOLOGIES CO.,LTD
607EDD	Microsoft Mobile Oy
607FCB	Samsung Electronics Co.,Ltd
608110	Apple, Inc.
60812B	Astronics Custom Control Concepts
6081F9	Helium Systems, Inc
608246	Apple, Inc.
608306	Huawei Device Co., Ltd.
608334	HUAWEI TECHNOLOGIES CO.,LTD
608373	Apple, Inc.
6083B2	GkWare e.K.
6083DA	Silicon Laboratories
6083E2	Shanghai Notion Information Technology Co., Ltd
6083E7	TP-Link Systems Inc
6083F8	SICHUAN HUAKUN ZHENYU INTELLIGENT TECHNOLOGY CO.,LTD
60843B	Soladigm, Inc.
6084BD	BUFFALO.INC
608645	Avery Weigh-Tronix, LLC
60893C	Thermo Fisher Scientific P.O.A.
6089B1	Key Digital Systems
6089B7	KAEL MÜHENDİSLİK ELEKTRONİK TİCARET SANAYİ LİMİTED ŞİRKETİ
608A10	Microchip Technology Inc.
608B0E	Apple, Inc.
608C2B	Hanson Technology
608C4A	Apple, Inc.
608CDF	Beamtrail-Sole Proprietorship
608CE6	Commscope
608D17	Sentrus Government Systems Division, Inc
608D26	Arcadyan Corporation
608E08	Samsung Electronics Co.,Ltd
608F5C	Samsung Electronics Co.,Ltd
608FA4	Nokia Solutions and Networks GmbH & Co. KG
609084	DSSD Inc
6091F3	vivo Mobile Communication Co., Ltd.
609217	Apple, Inc.
6092C8	Roku, Inc
6092F5	Commscope
609316	Apple, Inc.
609532	Zebra Technologies Inc.
6095BD	Apple, Inc.
6095CE	IEEE Registration Authority
6095F8	Arcadyan Corporation
609620	Private
6096A4	HUAWEI TECHNOLOGIES CO.,LTD
6097DD	MicroSys Electronics GmbH
609813	Shanghai Visking Digital Technology Co. LTD
609849	Nokia Solutions and Networks India Private Limited
609866	Texas Instruments
6099D1	Vuzix / Lenovo
609AA4	GVI SECURITY INC.
609AC1	Apple, Inc.
609B2D	JMACS Japan Co., Ltd.
609BB4	HUAWEI TECHNOLOGIES CO.,LTD
609BC8	Hipad Intelligent Technology Co., Ltd.
609C9F	Brocade Communications Systems LLC
609E64	Vivonic GmbH
609F9D	CloudSwitch
60A10A	Samsung Electronics Co.,Ltd
60A11E	Wuhan Maxsine Electric Co.,Ltd.
60A1FE	HPRO
60A2C6	HUAWEI TECHNOLOGIES CO.,LTD
60A37D	Apple, Inc.
60A3E3	TP-LINK TECHNOLOGIES CO.,LTD.
60A423	Silicon Laboratories
60A434	IEEE Registration Authority
60A44C	ASUSTek COMPUTER INC.
60A4B7	TP-Link Systems Inc
60A4D0	Samsung Electronics Co.,Ltd
60A5E2	Intel Corporate
60A6C5	HUAWEI TECHNOLOGIES CO.,LTD
60A730	Shenzhen Yipinfang Internet Technology Co.,Ltd
60A751	Huawei Device Co., Ltd.
60A8FE	Nokia Solutions and Networks GmbH & Co. KG
60A954	Cisco Systems, Inc
60A9B0	Merchandising Technologies, Inc
60AAEF	Huawei Device Co., Ltd.
60AB14	LG Innotek
60AB67	Xiaomi Communications Co Ltd
60ABD2	Bose Corporation
60ACC8	KunTeng Inc.
60AF6D	Samsung Electronics Co.,Ltd
60B02B	Qingdao Haier Technology Co.,Ltd
60B0E8	Huawei Device Co., Ltd.
60B185	ATH system
60B387	Synergics Technologies GmbH
60B3C4	Elber Srl
60B4A2	Samsung Electronics Co.,Ltd
60B4F7	Plume Design Inc
60B58D	AVM Audiovisuelles Marketing und Computersysteme GmbH
60B606	Phorus
60B617	Fiberhome Telecommunication Technologies Co.,LTD
60B647	Silicon Laboratories
60B6E1	Texas Instruments
60B705	Shenzhen Skyworth Digital  Technology  CO., Ltd
60B763	Silicon Laboratories
60B76E	Google, Inc.
60B933	Deutron Electronics Corp.
60B982	RO.VE.R. Laboratories S.p.A.
60B9C0	Cisco Systems, Inc
60BA18	nextLAP GmbH
60BB0C	Beijing HuaqinWorld Technology Co,Ltd
60BC4C	EWM Hightec Welding GmbH
60BD2C	Taicang T&W Electronics
60BD83	HUAWEI TECHNOLOGIES CO.,LTD
60BD91	Move Innovation
60BEB4	S-Bluetech co., limited
60BEB5	Motorola Mobility LLC, a Lenovo Company
60BEC4	Apple, Inc.
60C01E	V&G Information System Co.,Ltd
60C0BF	ON Semiconductor
60C1CB	Fujian Great Power PLC Equipment Co.,Ltd
60C22A	Allwinner Technology Co., Ltd
60C397	2Wire Inc
60C418	TPV Display Technology (Xiamen) Co.,Ltd.
60C547	Apple, Inc.
60C5A8	Beijing LT Honway Technology Co.,Ltd
60C5AD	Samsung Electronics Co.,Ltd
60C5E6	Skullcandy
60C658	PHYTRONIX Co.,Ltd.
60C727	Digiboard Eletronica da Amazonia Ltda
60C78D	Juniper Networks
60C798	Verifone, Inc.
60C7BE	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
60C980	Trymus
60C9AA	Nokia
60CBFB	AirScape Inc.
60CDA9	Abloomy
60CDC5	Taiwan Carol Electronics., Ltd
60CE41	HUAWEI TECHNOLOGIES CO.,LTD
60CE86	Sercomm Corporation.
60CE92	The Refined Industry Company Limited
60CF69	meerecompany
60CF84	ASUSTek COMPUTER INC.
60D02C	Ruckus Wireless
60D039	Apple, Inc.
60D0A9	Samsung Electronics Co.,Ltd
60D1AA	Vishal Telecommunications Pvt Ltd
60D21C	Sunnovo International Limited
60D248	Commscope
60D262	Tzukuri Pty Ltd
60D2B9	REALAND BIO CO., LTD.
60D2DD	Shenzhen Baitong Putian Technology Co.,Ltd.
60D30A	Quatius Limited
60D4AF	Honor Device Co., Ltd.
60D4E9	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
60D51B	Fujitsu Limited
60D561	Shenzhen Glazero Technology Co., Ltd.
60D755	HUAWEI TECHNOLOGIES CO.,LTD
60D7E3	IEEE Registration Authority
60D819	Hon Hai Precision Ind. Co.,Ltd.
60D877	Phyplus Technology (Shanghai) Co., Ltd
60D89C	HMD Global Oy
60D8A4	Vantiva Connected Home - Technologies Telco
60D9A0	Lenovo Mobile Communication Technology Ltd.
60D9C7	Apple, Inc.
60DA23	Estech Co.,Ltd
60DA83	Hangzhou H3C Technologies Co., Limited
60DB15	New H3C Technologies Co., Ltd
60DB2A	HNS
60DB98	Calix Inc.
60DBEF	Unify Software and Solutions GmbH & Co. KG
60DC0D	TAIWAN SHIN KONG SECURITY CO., LTD
60DC81	AltoBeam Inc.
60DD70	Apple, Inc.
60DD8E	Intel Corporate
60DE18	Apple, Inc.
60DE35	GITSN, Inc.
60DE44	HUAWEI TECHNOLOGIES CO.,LTD
60DE94	HUAWEI TECHNOLOGIES CO.,LTD
60DEF3	HUAWEI TECHNOLOGIES CO.,LTD
60DEF4	Shenzhen iComm Semiconductor CO.,LTD
60E00E	SHINSEI ELECTRONICS CO LTD
60E327	TP-LINK TECHNOLOGIES CO.,LTD.
60E32B	Intel Corporate
60E3AC	LG Electronics (Mobile Communications)
60E5D8	zte corporation
60E6BC	Sino-Telecom Technology Co.,Ltd.
60E6F0	WNC Corporation
60E701	HUAWEI TECHNOLOGIES CO.,LTD
60E78A	UNISEM
60E85B	Texas Instruments
60E956	Ayla Networks, Inc
60E9AA	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
60EB5A	Asterfusion Data Technologies Co.,Ltd
60EB69	Quanta Computer Inc.
60EE5C	SHENZHEN FAST TECHNOLOGIES CO.,LTD
60EFAB	Silicon Laboratories
60EFC6	Shenzhen Chima Technologies Co Limited
60F04D	Honor Device Co., Ltd.
60F13D	JABLOCOM s.r.o.
60F189	Murata Manufacturing Co., Ltd.
60F18A	HUAWEI TECHNOLOGIES CO.,LTD
60F262	Intel Corporate
60F281	TRANWO TECHNOLOGY CO., LTD.
60F2EF	VisionVera International Co., Ltd.
60F3DA	Logic Way GmbH
60F419	eero inc.
60F43A	Edifier International
60F445	Apple, Inc.
60F494	Hon Hai Precision Ind. Co.,Ltd.
60F549	Apple, Inc.
60F59C	CRU-Dataport
60F673	TERUMO CORPORATION
60F677	Intel Corporate
60F81D	Apple, Inc.
60F8F2	Synaptec
60FA9D	HUAWEI TECHNOLOGIES CO.,LTD
60FAB1	Kempower Oyj
60FACD	Apple, Inc.
60FB00	SHENZHEN BILIAN ELECTRONIC CO.，LTD
60FB42	Apple, Inc.
60FCF1	Private
60FD56	WOORISYSTEMS CO., Ltd
60FDA6	Apple, Inc.
60FE1E	China Palms Telecom.Ltd
60FE20	2Wire Inc
60FEC5	Apple, Inc.
60FEF9	Thomas & Betts
60FF12	Samsung Electronics Co.,Ltd
60FF9E	AzureWave Technology Inc.
60FFDD	C.E. ELECTRONICS, INC
64002D	Powerlinq Co., LTD
64006A	Dell Inc.
64009C	Insulet Corporation
6400F1	Cisco Systems, Inc
6401FB	Landis+Gyr GmbH
64028F	Silicon Laboratories
6402CB	Commscope
64037F	Samsung Electronics Co.,Ltd
640552	China Post Communication Equipment Co.,
6405BE	NEW LIGHT LED
6405E4	ALPSALPINE CO,.LTD
6405E9	Shenzhen WayOS Technology Crop., Ltd.
64078C	HUAWEI TECHNOLOGIES CO.,LTD
6407F6	Samsung Electronics Co.,Ltd
640864	Cisco Systems, Inc
64094C	Beijing Superbee Wireless Technology Co.,Ltd
640980	Xiaomi Communications Co Ltd
6409AC	TCT mobile ltd
640B4A	Digital Telecom Technology Limited
640BD7	Apple, Inc.
640C91	Apple, Inc.
640D22	LG Electronics (Mobile Communications)
640DCE	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
640DE6	Petra Systems
640E36	TAZTAG
640E6A	SECO-LARM USA Inc
640E94	Pluribus Networks, Inc.
640E9B	ISHIDA MEDICAL CO., LTD.
640F28	2Wire Inc
641084	HEXIUM Technical Development Co., Ltd.
6411A4	Motorola Mobility LLC, a Lenovo Company
641225	Cisco Systems, Inc
641236	Vantiva USA LLC
641269	Commscope
